study,participant.id,start.date,end.date,IMC,excluded,excluded.selective,advice,advice.algorithm,moroccan.teacher.cond,moroccan.teacher.cond.lab,moroccan.teacher.cond.bi,moroccan.teacher.cond.bi.lab,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,familiarity.algorithms.gov,congruence.lab
study 2,study2_1036,03-04-20 17:34,03-04-20 17:42,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.72,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,54,1,5,NA,2.low
study 2,study2_1037,03-04-20 17:23,03-04-20 17:43,0,1,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,19.57,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,62,0,1,0,1.high
study 2,study2_1038,03-04-20 17:30,03-04-20 17:43,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12.35,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,33,1,4,NA,2.low
study 2,study2_1039,03-04-20 17:39,03-04-20 17:43,0,1,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,3.72,1,A. Verhagen,8,0,3. Other selection,0,0,3,0,0,1,20,1,2,1,1.high
study 2,study2_1040,03-04-20 17:33,03-04-20 17:43,1,0,0,human,0,0,0 none,0,Dutch teacher,9.92,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,76,1,4,NA,2.low
study 2,study2_1041,03-04-20 17:39,03-04-20 17:43,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,4.78,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,8,0,1,0,19,1,4,0,2.low
study 2,study2_1042,03-04-20 17:38,03-04-20 17:44,1,0,0,human,0,0,0 none,0,Dutch teacher,5.48,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,22,1,1,NA,1.high
study 2,study2_1043,03-04-20 17:36,03-04-20 17:44,1,0,0,human,0,0,0 none,0,Dutch teacher,7.98,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,24,1,4,NA,1.high
study 2,study2_1044,03-04-20 17:33,03-04-20 17:44,1,0,0,human,0,0,0 none,0,Dutch teacher,10.98,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,0,64,0,4,NA,2.low
study 2,study2_1045,03-04-20 17:32,03-04-20 17:44,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,12.62,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,61,0,2,0,1.high
study 2,study2_1046,03-04-20 17:27,03-04-20 17:44,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,17.12,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,46,1,1,0,2.low
study 2,study2_1047,03-04-20 17:29,03-04-20 17:44,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,15.27,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,56,1,1,0,2.low
study 2,study2_1048,03-04-20 17:43,03-04-20 17:45,0,1,0,human,0,0,0 none,0,Dutch teacher,2.05,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,8,0,1,1,23,1,2,NA,2.low
study 2,study2_1049,03-04-20 17:40,03-04-20 17:45,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.85,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,8,0,0,1,50,0,4,0,1.high
study 2,study2_1050,03-04-20 17:36,03-04-20 17:46,1,0,0,human,0,0,0 none,0,Dutch teacher,10.22,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,58,0,1,NA,2.low
study 2,study2_1051,03-04-20 17:39,03-04-20 17:46,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.85,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,8,0,1,1,53,1,3,0,1.high
study 2,study2_1052,03-04-20 17:32,03-04-20 17:46,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,14.68,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,1,60,0,1,0,2.low
study 2,study2_1053,03-04-20 17:34,03-04-20 17:47,1,0,1,algorithm,1,0,0 none,0,Dutch teacher,13.18,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,47,0,1,1,1.high
study 2,study2_1054,03-04-20 17:35,03-04-20 17:47,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,12,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,6,0,1,1,64,0,3,0,2.low
study 2,study2_1055,03-04-20 17:26,03-04-20 17:47,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,21.52,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,0,4,0,2.low
study 2,study2_1056,03-04-20 17:42,03-04-20 17:48,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.87,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,1,24,0,1,NA,2.low
study 2,study2_1057,03-04-20 17:36,03-04-20 17:48,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,11.7,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,56,0,4,0,1.high
study 2,study2_1058,03-04-20 17:29,03-04-20 17:48,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,18.7,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,69,1,1,NA,1.high
study 2,study2_1059,03-04-20 17:35,03-04-20 17:48,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12.78,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,42,1,4,0,2.low
study 2,study2_1060,03-04-20 17:22,03-04-20 17:48,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,26.17,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,18,0,4,0,1.high
study 2,study2_1061,03-04-20 17:44,03-04-20 17:49,1,0,0,human,0,0,0 none,0,Dutch teacher,4.78,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,53,1,4,NA,1.high
study 2,study2_1062,03-04-20 17:37,03-04-20 17:49,0,1,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,11.52,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,58,0,3,NA,2.low
study 2,study2_1063,03-04-20 17:35,03-04-20 17:49,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,13.55,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,1,6,0,0,1,74,1,4,NA,1.high
study 2,study2_1064,03-04-20 17:44,03-04-20 17:50,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,5.98,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,45,0,3,0,2.low
study 2,study2_1065,03-04-20 17:32,03-04-20 17:50,0,1,1,human,0,0,0 none,0,Dutch teacher,18.1,1,A. Verhagen,8,0,3. Other selection,1,0,5,0,0,1,51,0,1,NA,1.high
study 2,study2_1066,03-04-20 17:43,03-04-20 17:50,1,0,0,human,0,0,0 none,0,Dutch teacher,6.77,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,30,1,3,NA,2.low
study 2,study2_1067,03-04-20 17:43,03-04-20 17:51,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,7.7,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,66,1,4,1,1.high
study 2,study2_1068,03-04-20 17:45,03-04-20 17:51,1,0,0,human,0,0,0 none,0,Dutch teacher,6.47,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,1,61,0,1,NA,1.high
study 2,study2_1069,03-04-20 17:44,03-04-20 17:51,1,0,1,human,0,0,0 none,0,Dutch teacher,7.5,2,M.S. Jansen,6,0,3. Other selection,1,1,6,1,1,1,49,1,4,NA,2.low
study 2,study2_1070,03-04-20 17:43,03-04-20 17:52,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,9.22,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,26,1,2,0,1.high
study 2,study2_1071,03-04-20 17:44,03-04-20 17:53,1,0,0,human,0,0,0 none,0,Dutch teacher,8.62,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,0,1,60,0,3,NA,1.high
study 2,study2_1072,03-04-20 17:44,03-04-20 17:54,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.9,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,1,69,1,4,1,2.low
study 2,study2_1073,03-04-20 17:45,03-04-20 17:56,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.82,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,31,0,1,0,1.high
study 2,study2_1074,03-04-20 17:44,03-04-20 17:56,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,11.67,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,19,0,1,0,1.high
study 2,study2_1075,03-04-20 17:42,03-04-20 17:59,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,16.7,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,3,0,0,0,56,0,4,0,2.low
study 2,study2_1076,03-04-20 17:43,03-04-20 18:00,1,0,1,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,16.92,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,38,1,1,NA,2.low
study 2,study2_1077,03-04-20 17:34,03-04-20 18:00,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,26.18,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,1,4,1,0,0,52,0,2,0,2.low
study 2,study2_1078,03-04-20 17:38,03-04-20 18:03,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,24.25,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,1,50,0,2,NA,1.high
study 2,study2_1079,03-04-20 17:26,03-04-20 18:05,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,38.58,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,62,1,2,1,2.low
study 2,study2_1080,03-04-20 17:34,03-04-20 18:10,0,1,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,36.42,2,M.S. Jansen,6,0,3. Other selection,0,0,4,0,0,1,34,0,4,1,2.low
study 2,study2_1081,03-04-20 17:35,03-04-20 18:11,0,1,0,human,0,0,0 none,0,Dutch teacher,35.93,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,0,71,0,2,NA,2.low
study 2,study2_1082,03-04-20 17:23,03-04-20 18:27,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,64.32,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,66,1,4,0,1.high
study 2,study2_1083,03-04-20 17:33,03-04-20 18:38,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,65.68,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,63,0,1,0,2.low
study 2,study2_1084,03-04-20 17:29,03-04-20 18:44,0,1,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,74.38,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,18,0,1,0,2.low
study 2,study2_1085,03-04-20 17:28,04-04-20 16:49,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,1400.38,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,45,0,3,0,1.high
study 2,study2_1086,03-04-20 17:28,04-04-20 16:59,0,1,0,human,0,0,0 none,0,Dutch teacher,1410.62,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,30,1,5,NA,1.high
study 2,study2_1087,06-04-20 9:15,06-04-20 9:19,1,0,0,human,0,0,0 none,0,Dutch teacher,3.6,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,1,42,0,1,NA,2.low
study 2,study2_1088,06-04-20 9:18,06-04-20 9:23,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,5.18,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,4,1,1,1,38,0,1,0,2.low
study 2,study2_1089,06-04-20 9:17,06-04-20 9:24,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.63,2,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,5,0,1,1,55,0,1,0,1.high
study 2,study2_1090,06-04-20 9:17,06-04-20 9:24,0,1,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,7.55,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,1,56,0,1,NA,1.high
study 2,study2_1091,06-04-20 9:13,06-04-20 9:26,1,0,0,human,0,0,0 none,0,Dutch teacher,13.13,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,18,0,1,NA,1.high
study 2,study2_1092,06-04-20 9:21,06-04-20 9:26,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.18,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,56,0,1,NA,1.high
study 2,study2_1093,06-04-20 9:20,06-04-20 9:28,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,8,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,1,29,0,2,1,1.high
study 2,study2_1094,06-04-20 9:20,06-04-20 9:28,1,0,0,human,0,0,0 none,0,Dutch teacher,8.02,2,M.S. Jansen,6,0,3. Other selection,1,1,0,0,1,0,61,1,5,NA,2.low
study 2,study2_1095,06-04-20 9:17,06-04-20 9:29,1,0,1,algorithm,1,0,0 none,0,Dutch teacher,12.15,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,1,65,0,1,0,2.low
study 2,study2_1096,06-04-20 9:24,06-04-20 9:31,1,0,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,6.22,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,0,27,1,2,0,2.low
study 2,study2_1097,06-04-20 9:27,06-04-20 9:31,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,4.08,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,25,0,1,NA,1.high
study 2,study2_1098,06-04-20 9:27,06-04-20 9:31,0,1,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.12,1,F. El Amrani,4,1,1. Select teacher with lowest ILE score,1,0,8,0,0,1,60,0,2,0,2.low
study 2,study2_1099,06-04-20 9:21,06-04-20 9:31,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,10.32,2,M.S. Jansen,6,0,3. Other selection,1,1,7,0,0,0,36,1,4,NA,2.low
study 2,study2_1100,06-04-20 9:21,06-04-20 9:32,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,10.67,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,72,1,4,0,2.low
study 2,study2_1101,06-04-20 9:28,06-04-20 9:32,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,3.68,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,1,8,0,0,1,36,1,4,1,1.high
study 2,study2_1102,06-04-20 9:23,06-04-20 9:32,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,9.1,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,24,0,5,NA,1.high
study 2,study2_1103,06-04-20 9:29,06-04-20 9:33,0,1,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,3.82,2,M.S. Jansen,6,0,3. Other selection,0,0,8,0,0,1,27,0,3,1,2.low
study 2,study2_1104,06-04-20 9:28,06-04-20 9:33,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,5.35,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,5,0,0,1,22,0,1,0,1.high
study 2,study2_1105,06-04-20 9:27,06-04-20 9:34,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.62,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,1,19,0,2,0,1.high
study 2,study2_1106,06-04-20 9:24,06-04-20 9:34,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,10.43,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,65,0,4,NA,1.high
study 2,study2_1107,06-04-20 9:29,06-04-20 9:34,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,5.03,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,0,65,0,2,0,2.low
study 2,study2_1108,06-04-20 9:31,06-04-20 9:35,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,4.03,2,M.S. Jansen,6,0,3. Other selection,0,0,7,0,0,0,22,1,3,0,2.low
study 2,study2_1109,06-04-20 9:23,06-04-20 9:35,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,12.38,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,56,0,2,0,2.low
study 2,study2_1110,06-04-20 9:29,06-04-20 9:36,1,0,0,human,0,0,0 none,0,Dutch teacher,6.9,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,51,0,3,NA,1.high
study 2,study2_1111,06-04-20 9:29,06-04-20 9:36,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,6.38,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,7,0,0,1,55,0,2,NA,1.high
study 2,study2_1112,06-04-20 9:33,06-04-20 9:36,0,1,0,human,0,0,0 none,0,Dutch teacher,3.38,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,0,1,50,0,3,NA,1.high
study 2,study2_1113,06-04-20 9:31,06-04-20 9:37,1,0,0,human,0,0,0 none,0,Dutch teacher,5.5,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,68,1,2,NA,2.low
study 2,study2_1114,06-04-20 9:29,06-04-20 9:37,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,7.55,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,24,1,3,0,2.low
study 2,study2_1115,06-04-20 9:30,06-04-20 9:37,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,7.3,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,49,0,4,1,1.high
study 2,study2_1116,06-04-20 9:30,06-04-20 9:38,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,7.4,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,58,0,1,NA,1.high
study 2,study2_1117,06-04-20 9:33,06-04-20 9:38,1,0,1,human,0,0,0 none,0,Dutch teacher,4.4,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,50,0,5,NA,2.low
study 2,study2_1118,06-04-20 9:30,06-04-20 9:38,1,0,0,human,0,0,0 none,0,Dutch teacher,7.75,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,56,0,3,NA,1.high
study 2,study2_1119,06-04-20 9:30,06-04-20 9:38,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,8.17,1,A. Verhagen,8,0,3. Other selection,1,0,6,0,0,1,65,0,1,0,1.high
study 2,study2_1120,06-04-20 9:32,06-04-20 9:39,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,7.38,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,0,0,54,0,5,NA,2.low
study 2,study2_1121,06-04-20 9:27,06-04-20 9:39,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,12.28,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,63,0,2,NA,2.low
study 2,study2_1122,06-04-20 9:33,06-04-20 9:40,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,7.87,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,59,0,1,0,1.high
study 2,study2_1123,06-04-20 9:32,06-04-20 9:41,1,0,1,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,8.23,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,49,0,2,0,2.low
study 2,study2_1124,06-04-20 9:34,06-04-20 9:41,0,1,0,human,0,0,0 none,0,Dutch teacher,6.65,2,M.S. Jansen,6,0,3. Other selection,1,0,7,0,1,0,49,0,2,NA,2.low
study 2,study2_1125,06-04-20 9:38,06-04-20 9:41,0,1,0,human,0,0,0 none,0,Dutch teacher,3.28,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,1,0,55,1,5,NA,1.high
study 2,study2_1126,06-04-20 9:29,06-04-20 9:42,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,12.23,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,27,1,3,0,1.high
study 2,study2_1127,06-04-20 9:39,06-04-20 9:43,0,1,1,human,0,0,0 none,0,Dutch teacher,4.22,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,6,0,0,1,61,0,2,NA,2.low
study 2,study2_1128,06-04-20 9:36,06-04-20 9:43,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,6.73,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,6,0,0,0,55,0,1,0,2.low
study 2,study2_1129,06-04-20 9:39,06-04-20 9:44,0,1,0,human,0,0,0 none,0,Dutch teacher,4.97,2,M.S. Jansen,6,0,3. Other selection,0,0,9,0,1,1,27,1,3,NA,2.low
study 2,study2_1130,06-04-20 9:36,06-04-20 9:44,1,0,0,human,0,0,0 none,0,Dutch teacher,7.88,2,M.S. Jansen,6,0,3. Other selection,1,1,6,1,1,0,51,1,4,NA,2.low
study 2,study2_1131,06-04-20 9:37,06-04-20 9:44,1,0,1,human,0,0,0 none,0,Dutch teacher,7.63,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,1,43,1,4,NA,1.high
study 2,study2_1132,06-04-20 9:41,06-04-20 9:45,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,3.87,2,M.S. Jansen,6,0,3. Other selection,0,1,7,0,0,1,62,0,3,0,2.low
study 2,study2_1133,06-04-20 9:42,06-04-20 9:45,0,1,0,human,0,0,0 none,0,Dutch teacher,2.55,1,A. Verhagen,8,0,3. Other selection,0,0,8,1,0,0,21,1,5,NA,1.high
study 2,study2_1134,06-04-20 9:40,06-04-20 9:45,1,0,0,human,0,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.1,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,4,0,0,0,18,0,1,NA,1.high
study 2,study2_1135,06-04-20 9:41,06-04-20 9:45,1,0,0,human,0,0,0 none,0,Dutch teacher,4.25,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,0,0,55,1,5,NA,2.low
study 2,study2_1136,06-04-20 9:41,06-04-20 9:46,1,0,0,human,0,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,4.52,2,M.S. Jansen,6,0,3. Other selection,0,0,7,0,0,0,19,1,1,NA,2.low
study 2,study2_1137,06-04-20 9:37,06-04-20 9:46,0,1,0,algorithm,1,1,1 teacher 1_moroccan,1,Moroccan-Dutch teacher,9.53,3,F.E. den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,10,0,0,0,59,0,1,1,2.low
study 2,study2_1138,06-04-20 9:42,06-04-20 9:46,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,4.5,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,8,0,0,0,21,1,1,0,1.high
study 2,study2_1139,06-04-20 9:41,06-04-20 9:47,1,0,0,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,5.82,1,A. Verhagen,8,0,3. Other selection,1,0,8,1,0,0,45,1,5,0,1.high
study 2,study2_1140,06-04-20 9:38,06-04-20 9:47,0,1,0,human,0,0,0 none,0,Dutch teacher,9.75,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,0,0,8,0,0,0,30,1,3,NA,1.high
study 2,study2_1141,06-04-20 9:43,06-04-20 9:48,0,1,0,algorithm,1,0,0 none,0,Dutch teacher,4.95,1,A. Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,4,1,1,0,24,0,2,0,2.low
study 2,study2_1142,06-04-20 9:36,06-04-20 9:48,1,0,0,algorithm,1,0,0 none,0,Dutch teacher,12,3,F.E. den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,53,1,4,0,1.high
study 2,study2_1143,06-04-20 9:45,06-04-20 9:48,0,1,0,human,0,0,0 none,0,Dutch teacher,3.43,2,M.S. Jansen,4,1,1. Select teacher with lowest ILE score,1,0,7,0,1,0,19,0,2,NA,1.high
study 2,study2_1144,06-04-20 9:46,06-04-20 9:48,0,1,1,algorithm,1,2,2 teacher 2_moroccan,1,Moroccan-Dutch teacher,2.67,1,A. Verhagen,8,0,3. Other selection,0,1,9,0,0,0,31,0,3,0,1.high
