study,participant.id,start.date,end.date,IMC,excluded,advice,advice.algorithm,timer.minutes,decision,decision.lab,score.teacher.selected,follow.advice,decision.comb,man.check.advice,man.check.evaluation,score.teacher.selected.guess,man.check.score.exact,man.check.score,female,age,high.education,income,teacher.order,familiarity.algorithms.gov,congruence.lab
study 1,study1_835,18-02-20 14:42,18-02-20 14:44,0,1,algorithm,1,1.85,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_836,18-02-20 14:38,18-02-20 14:44,0,1,algorithm,1,5.7,1,1.Verhagen,8,0,3. Other selection,1,0,6,0,0,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_837,18-02-20 14:36,18-02-20 14:44,1,0,human,0,7.63,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_838,18-02-20 14:33,18-02-20 14:44,1,0,algorithm,1,10.67,2,2.Jansen,8,0,3. Other selection,1,0,0,0,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_839,18-02-20 14:36,18-02-20 14:44,0,1,human,0,8.42,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_840,18-02-20 14:30,18-02-20 14:44,0,1,human,0,14.5,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_841,18-02-20 14:32,18-02-20 14:44,1,0,algorithm,1,12.37,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,NA,NA,NA,Jansen-Verhagen-den Heijer,0,2.medium
study 1,study1_842,18-02-20 14:33,18-02-20 14:44,0,1,human,0,11.58,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,1,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_843,18-02-20 14:38,18-02-20 14:45,0,1,algorithm,1,6.77,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_844,18-02-20 14:35,18-02-20 14:45,0,1,algorithm,1,9.35,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_845,18-02-20 14:39,18-02-20 14:45,1,0,human,0,6.4,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,0,8,1,1,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_846,18-02-20 14:33,18-02-20 14:46,0,1,algorithm,1,13,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_847,18-02-20 14:33,18-02-20 14:47,0,1,human,0,13.88,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_848,18-02-20 14:23,18-02-20 14:52,1,0,algorithm,1,29.18,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_849,18-02-20 14:23,18-02-20 15:01,0,1,algorithm,1,37.98,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,9,0,0,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_850,18-02-20 14:00,18-02-20 15:02,1,0,algorithm,1,61.65,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,NA,NA,NA,Jansen-den Heijer-Verhagen,0,2.medium
study 1,study1_851,18-02-20 19:18,18-02-20 19:27,1,0,human,0,9,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,NA,20,1,3,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_852,18-02-20 19:24,18-02-20 19:27,0,1,human,0,3.08,2,2.Jansen,8,0,3. Other selection,0,0,7,0,1,NA,42,0,4,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_853,18-02-20 14:26,19-02-20 8:26,0,1,algorithm,1,1080.45,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,7,0,0,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_854,12-02-20 13:38,12-02-20 13:45,0,1,human,0,7.33,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_855,12-02-20 15:20,12-02-20 15:24,0,1,human,0,3.8,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_856,12-02-20 15:29,12-02-20 15:35,0,1,algorithm,1,5.77,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_857,12-02-20 15:36,12-02-20 16:08,0,1,human,0,32.52,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_858,12-02-20 16:10,12-02-20 16:11,0,1,human,0,1.22,2,2.Jansen,8,0,3. Other selection,1,0,8,1,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_859,12-02-20 16:12,12-02-20 16:23,0,1,human,0,10.63,2,2.Jansen,8,0,3. Other selection,1,0,9,0,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_860,12-02-20 16:23,12-02-20 16:27,0,1,human,0,3.58,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_861,12-02-20 16:14,12-02-20 16:28,0,1,human,0,14.72,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_862,12-02-20 16:33,12-02-20 16:38,0,1,algorithm,1,5.4,1,1.Verhagen,8,0,3. Other selection,1,0,5,0,0,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_863,12-02-20 17:29,12-02-20 17:36,0,1,algorithm,1,7.52,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_864,12-02-20 17:57,12-02-20 17:59,0,1,algorithm,1,1.95,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_865,12-02-20 18:14,12-02-20 18:21,1,0,algorithm,1,6.53,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_866,12-02-20 18:54,12-02-20 18:59,0,1,human,0,4.77,2,2.Jansen,8,0,3. Other selection,0,0,0,0,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_867,12-02-20 17:31,12-02-20 19:07,0,1,algorithm,1,95.73,2,2.Jansen,6,0,3. Other selection,0,0,0,0,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_868,19-02-20 21:43,19-02-20 21:46,0,1,algorithm,1,3.28,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,7,0,0,NA,40,1,4,Jansen-den Heijer-Verhagen,0,1.high
study 1,study1_869,13-02-20 14:25,13-02-20 14:29,0,1,algorithm,1,4.77,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,6,1,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_870,13-02-20 14:31,13-02-20 14:37,0,1,human,0,6.25,2,2.Jansen,6,0,3. Other selection,0,0,0,0,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_871,13-02-20 14:45,13-02-20 14:52,0,1,algorithm,1,6.5,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_872,13-02-20 15:05,13-02-20 15:06,0,1,human,0,1.37,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,1,0,7,0,1,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_873,13-02-20 15:06,13-02-20 15:15,0,1,algorithm,1,9.15,2,2.Jansen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_874,13-02-20 15:14,13-02-20 15:20,0,1,algorithm,1,5.92,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,4,0,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_875,13-02-20 16:12,13-02-20 16:19,0,1,human,0,7.18,2,2.Jansen,6,0,3. Other selection,1,1,6,1,0,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_876,13-02-20 16:18,13-02-20 16:22,0,1,algorithm,1,3.95,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_877,13-02-20 16:22,13-02-20 16:23,0,1,algorithm,1,1.02,1,1.Verhagen,8,0,3. Other selection,0,0,0,0,0,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,1.high
study 1,study1_878,13-02-20 16:47,13-02-20 16:51,0,1,human,0,4,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,5,0,0,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_879,14-02-20 10:42,14-02-20 10:50,0,1,human,0,7.7,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,0,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_880,14-02-20 11:16,14-02-20 11:18,0,1,algorithm,1,1.83,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,7,0,0,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_881,14-02-20 12:19,14-02-20 12:21,0,1,human,0,2.45,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_882,14-02-20 12:15,14-02-20 12:26,1,0,human,0,11.27,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,0,6,1,1,0,70,1,5,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_883,14-02-20 13:24,14-02-20 13:29,0,1,human,0,5.48,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_884,14-02-20 13:24,14-02-20 13:31,0,1,algorithm,1,7.08,1,1.Verhagen,8,0,3. Other selection,0,0,0,0,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_885,14-02-20 12:22,14-02-20 13:52,1,0,human,0,90.15,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,1,0,38,1,5,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_886,14-02-20 14:42,14-02-20 14:51,0,1,algorithm,1,8.62,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,5,0,0,1,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_887,14-02-20 15:18,14-02-20 15:22,0,1,human,0,3.68,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_888,14-02-20 16:15,14-02-20 16:19,0,1,algorithm,1,4.33,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_889,14-02-20 16:15,14-02-20 16:22,0,1,human,0,7.07,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_890,14-02-20 16:34,14-02-20 16:40,0,1,algorithm,1,6.08,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,3.low
study 1,study1_891,14-02-20 16:38,14-02-20 16:42,0,1,algorithm,1,3.97,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,4,1,1,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_892,15-02-20 14:38,15-02-20 14:43,0,1,algorithm,1,4.93,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_893,15-02-20 14:41,15-02-20 14:45,0,1,algorithm,1,4.22,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_894,18-02-20 11:39,18-02-20 11:40,0,1,algorithm,1,1.33,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,0,7,0,0,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_895,18-02-20 11:40,18-02-20 11:41,0,1,human,0,1.75,2,2.Jansen,6,0,3. Other selection,0,0,0,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_896,18-02-20 11:39,18-02-20 11:43,0,1,human,0,4.72,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,1,1,6,1,0,1,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,1.high
study 1,study1_897,18-02-20 11:40,18-02-20 11:45,0,1,human,0,4.87,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,1,6,1,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_898,18-02-20 11:39,18-02-20 11:49,0,1,human,0,9.6,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,NA,NA,NA,Jansen-Verhagen-den Heijer,NA,2.medium
study 1,study1_899,18-02-20 11:42,18-02-20 11:48,0,1,human,0,6.73,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,6,0,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,3.low
study 1,study1_900,18-02-20 11:40,18-02-20 12:32,1,0,algorithm,1,52.15,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,39,1,4,den Heijer-Jansen-Verhagen,0,3.low
study 1,study1_901,18-02-20 12:53,18-02-20 12:57,0,1,algorithm,1,4.37,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,1,9,0,0,0,NA,NA,NA,Verhagen-Jansen-den Heijer,NA,2.medium
study 1,study1_902,18-02-20 12:54,18-02-20 13:00,0,1,human,0,6,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_903,18-02-20 14:24,18-02-20 14:28,0,1,human,0,4.25,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_904,18-02-20 14:26,18-02-20 14:29,0,1,algorithm,1,2.72,1,1.Verhagen,8,0,3. Other selection,0,0,0,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,1.high
study 1,study1_905,18-02-20 14:30,18-02-20 14:32,0,1,algorithm,1,2.43,1,1.Verhagen,4,1,1. Select teacher with lowest ILE score,0,0,0,0,0,1,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,2.medium
study 1,study1_906,18-02-20 14:28,18-02-20 14:34,1,0,human,0,5.93,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,1,1,8,1,1,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,3.low
study 1,study1_907,18-02-20 14:27,18-02-20 14:35,1,0,human,0,7.63,3,3.den Heijer,8,0,2. Select teacher with poorest qualitative evaluation,0,1,8,1,1,1,68,1,4,Jansen-Verhagen-den Heijer,NA,3.low
study 1,study1_908,18-02-20 14:26,18-02-20 14:35,0,1,algorithm,1,8.88,3,3.den Heijer,6,0,2. Select teacher with poorest qualitative evaluation,0,0,0,0,0,0,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,2.medium
study 1,study1_909,18-02-20 14:33,18-02-20 14:36,0,1,algorithm,1,2.68,1,1.Verhagen,8,0,3. Other selection,0,0,0,0,0,1,NA,NA,NA,den Heijer-Jansen-Verhagen,NA,1.high
study 1,study1_910,18-02-20 14:33,18-02-20 14:39,0,1,algorithm,1,6.75,1,1.Verhagen,8,0,3. Other selection,0,0,0,0,0,0,NA,NA,NA,Jansen-den Heijer-Verhagen,NA,1.high
